ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv
601086.SH,20260327,8.82,0.7219,2.7847,0.63,101.2634,70.4584,3.6942,7.7586,8.0345,0.8992,0.8992,66600.0,66600.0,17266.0,587412.0,587412.0
002189.SZ,20260327,19.93,1.6789,2.9046,0.85,,,9.8904,2.9162,4.0217,,,26119.9273,26115.9921,15095.6014,520570.1511,520491.7226
688613.SH,20260327,21.84,3.2413,4.3305,1.17,,227.5385,2.0868,14.5232,13.3879,,,13700.8584,13700.8584,10254.9702,299226.7475,299226.7475
300933.SZ,20260327,7.95,1.5699,2.5406,0.48,114.0925,203.4023,2.029,1.4076,1.4379,0.324,0.324,54709.0454,54709.0454,33805.6254,434936.9109,434936.9109
600510.SH,20260327,8.42,0.7076,1.7685,0.59,71.9916,82.6566,0.8345,1.8056,1.5964,0.4869,0.4869,103202.5457,103202.5457,41290.4959,868965.4348,868965.4348
002157.SZ,20260327,3.09,1.8721,1.8721,0.78,132.0828,,2.4346,3.2225,2.0878,,,925016.2589,723425.4207,723425.4207,2858300.24,2235384.55
301319.SZ,20260327,43.64,3.3928,6.5822,0.95,60.7789,63.281,4.6319,4.4808,3.8319,1.2525,1.2525,12445.0897,9353.9463,4821.5436,543103.7145,408206.2165
301283.SZ,20260327,44.8,1.1366,1.9052,0.72,46.096,23.5498,2.2009,1.7956,1.7178,2.6444,1.546,8041.7822,6327.685,3775.1154,360271.8426,283480.288
300957.SZ,20260327,38.44,1.9352,4.417,1.19,32.3687,45.2105,2.7351,2.8388,3.142,1.5524,2.3286,42360.0,42360.0,18559.0154,1628318.4,1628318.4
600623.SH,20260327,9.95,1.1314,3.2793,0.76,23.195,30.0642,0.9532,0.4731,0.4568,1.8173,1.8173,212283.128,187184.1976,64579.4244,2112217.1236,1862482.7661
301115.SZ,20260327,20.75,1.9204,2.7969,0.61,230.6803,124.5818,1.5082,2.8128,2.6945,1.6443,1.6443,18352.485,15476.6714,10626.5331,380814.0638,321140.9316
002277.SZ,20260327,6.19,1.2939,1.9035,0.84,308.0869,,1.2837,6.7274,8.0957,0.0808,0.0808,139417.28,139417.28,94772.406,862992.9632,862992.9632
002219.SZ,20260327,2.58,11.4692,16.9006,2.47,76.1504,371.8453,4.4402,2.3005,2.59,,,338738.1753,327204.372,222049.0197,873944.4923,844187.2798
600681.SH,20260327,4.86,13.3084,26.6238,1.26,20.4266,19.3987,1.8554,1.2801,1.2312,4.8354,4.8354,134085.481,133980.8772,66972.7485,651655.4377,651147.0632
000089.SZ,20260327,6.77,0.4146,0.9635,0.47,31.3374,23.7624,1.1997,2.9295,2.7151,1.7725,1.7725,205076.9509,205074.2403,88244.6871,1388370.9576,1388352.6068
300479.SZ,20260327,18.2,1.619,2.2128,0.51,219.9974,154.04,8.1527,3.9342,3.4696,,,19704.0865,19692.8365,14408.9938,358614.3743,358409.6243
600319.SH,20260327,7.71,1.8382,3.1916,0.95,,,7.4189,3.2834,3.3446,,,38770.9384,38770.9384,22330.0038,298923.9351,298923.9351
002891.SZ,20260327,38.71,4.3405,8.6747,1.68,30.1837,26.702,4.0081,2.6623,2.3143,0.8934,0.8934,30706.2163,30706.2163,15364.4319,1188637.633,1188637.633
301133.SZ,20260327,37.34,2.172,4.767,0.83,52.9979,100.0588,3.3098,3.9988,4.0538,0.3526,0.3526,12146.6624,11113.5969,5063.6988,453556.374,414981.7082
300982.SZ,20260327,23.78,2.3119,5.4334,0.57,92.9443,544.9547,1.6954,2.5447,2.8695,2.465,2.465,20696.5146,19389.7146,8250.2706,492163.1172,461087.4132
600081.SH,20260327,11.18,0.23,0.9116,0.47,67.7377,118.0092,1.3485,0.9079,0.9329,0.4472,0.4472,55302.617,55302.617,13955.4119,618283.2581,618283.2581
603662.SH,20260327,55.1,0.8508,1.8317,0.77,59.3982,47.7631,5.6193,11.9477,10.6133,0.506,0.506,28082.9868,28082.9868,13044.8776,1547372.5727,1547372.5727
300716.SZ,20260327,15.23,3.566,4.3711,0.7,,,,10.9604,38.3348,,,16002.0,16002.0,13054.56,243710.46,243710.46
601016.SH,20260327,4.93,15.0368,26.9001,0.93,23.872,35.2726,1.84,6.3161,6.8625,2.2223,2.2223,644038.069,593415.0371,331709.6475,3175107.6802,2925536.1329
600769.SH,20260327,13.6,3.3148,4.1476,1.06,398.0074,275.941,42.4356,67.3404,64.6945,,,37497.72,37497.72,29968.6023,509968.992,509968.992
601999.SH,20260327,7.94,3.4546,10.6374,0.86,42.811,32.3346,1.6511,1.8029,1.885,0.7557,0.7557,55091.47,55091.47,17891.47,437426.2718,437426.2718
603969.SH,20260327,9.12,1.3859,2.3172,1.04,33.5896,21.7278,2.897,2.6031,2.4802,0.8629,0.8629,87159.1,84380.84,50469.6362,794890.992,769553.2608
002216.SZ,20260327,12.39,1.3725,2.7968,0.76,20.0886,20.0353,2.406,1.6424,1.6739,2.4213,2.4213,87918.4048,63050.2389,30940.5803,1089309.0355,781192.46
600547.SH,20260327,38.58,1.8185,4.018,1.0,37.5261,37.5261,5.7453,1.7054,1.7054,0.8364,0.8364,460992.9525,361444.3347,163585.6431,17785108.1075,13944522.4327
001382.SZ,20260327,22.55,12.9637,12.9637,0.55,68.8805,76.3262,5.8391,3.2786,3.0563,1.1086,1.1086,41200.0,6300.0,6300.0,929060.0,142065.0
002522.SZ,20260327,5.71,3.8666,5.157,0.79,69.7352,66.9343,2.241,3.0243,3.1489,0.4378,0.4378,90577.9387,90501.9879,67857.5032,517200.03,516766.3509
300861.SZ,20260327,16.22,1.8777,3.0254,0.63,74.8833,521.984,1.7221,4.7982,5.7404,2.2004,2.2004,67184.044,42186.4889,26181.902,1089725.1937,684264.85
600561.SH,20260327,6.63,1.6894,2.8041,0.47,170.9678,,2.0826,1.2055,1.2502,,,28447.68,28447.68,17138.7147,188608.1184,188608.1184
300368.SZ,20260327,11.96,4.6452,6.6352,0.58,,,33.9544,34.5377,46.5605,,,52894.3475,52894.3475,37030.2475,632616.3961,632616.3961
000553.SZ,20260327,6.48,1.192,7.4372,1.68,,,0.8181,0.512,0.5093,,,232981.1766,217707.1961,34893.4,1509718.0244,1410742.6307
601600.SH,20260327,11.44,1.4423,2.4531,0.7,15.8266,13.7669,2.7527,0.8278,0.8184,2.2554,2.2554,1715497.1327,1317336.5171,774565.396,19625287.1981,15070329.7556
300631.SZ,20260327,26.98,4.1842,5.6972,2.06,63.6357,41.5219,2.5743,6.3262,5.5622,0.6672,0.6672,12504.3424,12049.0931,8849.0931,337367.158,325084.5318
603199.SH,20260327,39.42,1.8311,3.3066,0.58,20.5004,20.5004,2.641,4.9661,4.9661,1.725,1.725,11068.0,11068.0,6129.1646,436300.56,436300.56
301522.SZ,20260327,30.82,1.2382,1.8844,0.63,70.9323,101.0316,6.0577,4.5689,4.714,0.3796,0.3796,37186.6667,28141.6667,18491.6667,1146093.0677,867326.1677
688189.SH,20260327,7.69,2.3969,4.3021,1.25,,,2.6942,8.0147,14.8677,,,27440.0,27440.0,15288.0,211013.6,211013.6
002429.SZ,20260327,9.71,1.8611,4.0412,0.62,27.4301,35.7337,2.6793,2.1625,2.434,1.102,1.102,452694.0607,452433.3018,208363.3791,4395659.3294,4393127.3605
000869.SZ,20260327,19.18,0.1642,0.6818,0.64,41.3021,46.9019,1.2224,3.8464,3.9443,2.0953,2.0953,65724.0128,45510.4295,10963.0439,1260586.5655,872890.0378
001367.SZ,20260327,25.18,44.4969,44.4969,6.18,28.2324,28.2324,2.5681,7.2074,7.2074,0.4549,0.4549,15235.12,3979.9155,3979.9155,383620.3216,100214.2723
600156.SH,20260327,8.1,1.4428,2.4174,0.51,,,8.6815,4.087,4.087,0.1235,0.1235,40211.0702,40211.0702,24000.639,325709.6686,325709.6686
603166.SH,20260327,13.59,2.2051,5.4006,1.65,27.7153,27.7153,3.3018,4.4137,4.4137,0.7256,0.7256,64565.0651,64071.5651,26160.0811,877439.2347,870732.5697
002549.SZ,20260327,19.39,11.8952,21.5635,2.2,,224.2874,6.5197,22.9285,20.9173,,,69534.7901,69235.9526,38193.0835,1348279.58,1342485.1209
002373.SZ,20260327,9.59,1.1153,1.5344,0.61,,,1.3279,2.0905,2.1353,,0.2081,158018.8215,137759.4126,100131.8023,1515400.4982,1321112.7668
603860.SH,20260327,31.07,2.0792,3.8674,0.61,45.4343,45.4343,2.4662,7.5493,7.5493,0.5385,0.5385,6668.0,6668.0,3584.8,207174.76,207174.76
002003.SZ,20260327,9.66,0.5373,0.7934,0.49,16.3988,17.899,2.5181,2.4569,2.3991,4.0711,4.0711,118888.9653,102210.0868,69213.3306,1148467.4048,987349.4385
301289.SZ,20260327,52.1,0.8154,3.326,0.99,53.9832,46.5592,4.1119,13.7239,12.1918,0.7869,0.7869,7800.0,7750.09,1900.09,406380.0,403779.689
603230.SH,20260327,12.18,1.0894,3.8509,1.19,12.7363,17.6375,1.5403,2.3778,2.5223,3.9409,3.9409,35352.3,35352.3,10000.67,430591.014,430591.014
000920.SZ,20260327,11.45,1.6358,3.5029,0.62,24.5367,24.5367,2.7151,2.6779,2.6779,1.8079,1.8079,47262.1118,47259.8618,22070.1104,541151.1801,541125.4176
300019.SZ,20260327,19.69,1.936,3.2544,0.76,32.5878,27.5375,2.8547,2.4503,2.0632,1.5236,1.5236,39311.67,33753.7896,20080.3344,774046.7823,664612.1172
300024.SZ,20260327,14.98,0.7236,0.9726,0.58,,,5.4596,5.667,5.9735,,,156561.995,153992.6904,114565.4733,2345298.6851,2306810.5022
920061.BJ,20260327,23.22,1.1568,2.2465,0.79,81.8583,351.9478,5.8857,13.1641,17.1081,0.6115,0.6115,7079.0,3936.44,2027.12,164374.38,91404.1368
300772.SZ,20260327,19.01,1.861,3.1139,0.52,44.0027,44.0027,2.2371,0.5087,0.5087,0.3157,0.3157,78684.7705,69787.5524,41707.5524,1495797.4872,1326661.3711
600392.SH,20260327,22.47,3.1685,4.2957,0.9,190.0902,43.6687,2.9796,3.4637,2.8991,0.6676,0.6676,175282.657,175282.657,129288.376,3938601.3028,3938601.3028
600475.SH,20260327,18.1,1.1735,3.7304,0.46,24.5678,30.501,2.0123,1.8986,2.0254,2.4602,2.4602,95596.5729,94288.5729,29660.5809,1730297.9695,1706623.1695
688543.SH,20260327,66.27,4.3729,4.3729,0.7,69.643,55.9164,5.73,11.4908,9.8132,1.1317,1.1317,20884.2028,11596.2028,11596.2028,1383996.1196,768480.3596
000898.SZ,20260327,2.38,0.5166,1.9999,0.66,,,0.4876,0.2122,0.2254,,,936922.1258,795734.6173,205548.1106,2229874.6594,1893848.3892
000338.SZ,20260327,23.5,5.9752,6.0682,2.62,18.7312,18.7312,2.1972,0.8832,0.8832,2.9877,2.9877,871239.7096,500349.3022,492684.8002,20474133.1756,11758208.6017
688512.SH,20260327,11.91,6.9397,6.9397,1.46,,,3.3843,10.6112,6.8531,,,46684.3548,32457.0296,32457.0296,556010.6657,386563.2225
002735.SZ,20260327,14.51,2.7105,3.1141,0.6,,,3.2548,2.7372,2.4274,0.0912,0.0912,37525.4353,28505.9341,24811.3272,544494.0662,413621.1038
603096.SH,20260327,17.29,1.0778,2.6825,0.7,21.0623,39.5181,1.434,3.25,4.0617,4.627,4.627,15423.4624,15423.4624,6196.8584,266671.6649,266671.6649
688596.SH,20260327,28.93,0.9422,1.1389,0.58,16.1236,61.668,2.3606,1.5558,1.7294,0.9611,0.9611,29413.1113,29413.1113,24334.1853,850921.3099,850921.3099
301491.SZ,20260327,50.15,1.636,1.636,0.45,25.5046,29.6217,3.0937,4.4492,4.1351,,,12900.0,2858.345,2858.345,646935.0,143346.0018
300547.SZ,20260327,29.6,4.6903,5.3888,1.12,31.6696,33.4032,5.024,4.71,4.3491,0.9329,0.9329,21690.6174,17663.3031,15373.8674,642042.275,522833.7718
603391.SH,20260327,69.05,3.0883,3.0883,0.71,21.5846,30.6619,3.003,5.9018,6.3372,1.8103,1.8103,9100.0,2275.0,2275.0,628355.0,157088.75
003043.SZ,20260327,54.39,5.7275,8.1618,1.23,90.1495,114.3761,4.2171,11.6044,7.4959,0.3916,0.3916,13383.0762,8382.6096,5882.4539,727905.5145,455930.1361
300062.SZ,20260327,8.74,3.8997,4.4969,0.44,,,3.426,4.7979,4.9848,,,62993.737,45844.825,39756.965,550565.2614,400683.7705
600761.SH,20260327,18.58,0.8114,1.2646,0.47,12.5407,12.3559,1.5483,0.9552,0.8779,3.7675,3.7675,89069.2761,89069.2761,57150.5319,1654907.1499,1654907.1499
300070.SZ,20260327,3.97,0.9538,1.7008,0.58,245.5939,657.1699,0.529,1.6829,1.7608,0.1008,0.1008,362420.9363,337183.8197,189102.9374,1438811.1171,1338619.7642
300981.SZ,20260327,13.3,2.4428,8.0231,0.53,,,1.0624,2.3218,2.2981,1.7031,1.7031,42886.4959,39303.4879,11966.924,570390.3955,522736.3891
300407.SZ,20260327,12.63,1.8128,2.3143,0.46,43.0504,41.9423,2.1018,1.8272,1.5573,0.7802,0.7802,32004.0493,25793.5166,20204.4259,404211.1427,325772.1147
301307.SZ,20260327,39.16,7.1703,8.0728,0.67,,,2.886,2.2539,2.12,,,21060.0,10899.164,9680.764,824709.6,426811.2622
601727.SH,20260327,8.11,0.6722,1.5397,0.6,167.4867,118.9481,2.3339,1.0916,1.0402,,,1554012.1636,1261563.9636,550780.4696,12603038.6468,10231283.7448
600897.SH,20260327,15.7,0.4435,1.3857,0.58,15.1836,14.7358,1.3876,3.4789,3.2993,2.0382,2.0382,41693.4,41693.4,13343.4,654586.38,654586.38
002131.SZ,20260327,7.74,9.8512,10.3563,1.4,,107.1511,3.9695,2.4758,2.6503,0.4306,0.4306,677177.8703,584972.3842,556440.1129,5241356.7161,4527686.2537
002008.SZ,20260327,62.86,2.0208,2.508,0.59,38.2082,57.215,3.8139,4.3816,3.7292,0.5568,0.5568,102960.3408,95672.4021,77087.0831,6472087.0227,6013967.196
002717.SZ,20260327,1.65,2.5337,2.705,0.94,,,3.499,3.4849,9.7109,,,182023.3558,161520.007,151290.9495,300338.5371,266508.0116
601211.SH,20260327,16.8,0.4184,0.5175,0.64,22.7399,11.5802,0.9507,6.8246,4.9125,2.5387,2.5387,1762892.5829,1349691.0193,1091373.0654,29616595.3927,22674809.1242
300258.SZ,20260327,12.03,1.9679,3.1115,0.6,44.0738,51.945,1.4923,3.4752,3.4336,0.5843,0.5843,58504.7243,56989.0938,36042.2173,703811.8333,685578.7984
001255.SZ,20260327,36.55,1.5951,4.1356,0.64,240.5492,396.1118,3.5985,9.3366,7.5506,0.0987,0.0987,8712.2184,7105.6,2740.6,318431.5825,259709.68
300978.SZ,20260327,10.87,1.611,1.9849,0.56,30.5443,31.5445,2.8282,2.0984,2.1992,3.2199,3.6799,42270.2739,19121.9381,15519.6989,459477.8773,207855.4671
688786.SH,20260327,30.19,1.153,1.8715,0.49,61.7597,49.7945,5.5997,10.3915,9.9223,0.6901,0.6901,14380.0003,14380.0003,8859.3916,434132.2091,434132.2091
600711.SH,20260327,12.43,4.2491,5.1787,0.77,19.586,19.586,2.331,1.2804,1.2804,1.1991,1.1991,309061.1551,309061.1551,253581.1654,3841630.1579,3841630.1579
603719.SH,20260327,10.2,0.6654,1.5255,0.81,,,2.0239,0.5713,0.7029,2.4412,2.4412,40100.0,40100.0,17491.666,409020.0,409020.0
300730.SZ,20260327,13.77,15.6946,20.2492,2.79,,,13.2465,10.7077,12.9659,,,24113.8947,19331.9079,14983.6225,332048.33,266200.3718
000100.SZ,20260327,4.33,1.1654,1.2026,0.62,57.5839,29.1898,1.4782,0.5465,0.5067,1.0973,1.0973,2080086.2447,1913198.6649,1854014.5396,9006773.4396,8284150.219
300272.SZ,20260327,8.05,6.1103,7.5327,0.92,58.8966,51.9431,3.5,2.9152,2.7497,2.0741,2.0741,61146.9472,46447.2015,37676.5676,492232.925,373899.9721
600239.SH,20260327,2.19,1.2015,2.0392,0.75,,,2.7417,1.8228,1.8622,,,160568.6909,160568.6909,94602.2647,351645.4331,351645.4331
000759.SZ,20260327,5.66,1.8104,2.8438,0.54,,,3.0942,0.3612,0.426,,,66246.359,65570.6025,41742.3281,374954.3919,371129.6102
000539.SZ,20260327,6.94,9.0976,28.4815,0.78,37.7882,449.2679,1.5548,0.6375,0.6959,0.2882,0.2882,525028.3986,255538.6899,81624.5258,3643697.0863,1773438.5079
002818.SZ,20260327,11.23,1.0222,2.0544,0.67,12.1769,13.5255,1.5252,5.8782,6.5923,9.2609,9.2609,74845.894,29835.7191,14845.4129,840519.3896,335055.1255
605080.SH,20260327,22.67,0.5575,1.6553,0.61,17.3319,15.6702,1.4589,3.2012,3.1158,0.8688,0.8688,14154.084,14035.12,4726.69,320873.0843,318176.1704
300590.SZ,20260327,11.23,1.1466,1.6192,0.66,32.5633,68.733,2.8114,5.3418,5.7961,1.9472,1.9472,45991.7538,35436.2423,25093.8563,516487.3952,397949.001
300697.SZ,20260327,14.56,2.4247,3.1196,0.62,48.2028,37.9304,5.1365,2.4296,2.0632,0.951,0.951,43264.0,20149.1264,15661.009,629923.84,293371.2804
300400.SZ,20260327,25.04,8.527,12.7709,1.11,73.0456,55.741,8.9138,8.3367,7.9224,1.5974,3.2348,24262.58,23992.34,16019.4382,607535.0032,600768.1936
600365.SH,20260327,3.13,1.2501,1.5642,0.71,,,5.2706,1.6345,1.8326,,,45403.0,42728.0,34147.8092,142111.39,133738.64
603606.SH,20260327,57.75,2.9529,4.9897,1.35,39.3942,40.1162,5.1802,4.3679,4.0149,0.7767,0.7767,68771.5368,68771.5368,40698.0821,3971556.2502,3971556.2502
002140.SZ,20260327,13.3,1.6743,5.2271,0.73,22.9533,17.6718,2.0527,1.0626,0.9393,1.1278,1.5038,70801.3872,70696.1375,22644.1542,941658.4498,940258.6288
002472.SZ,20260327,36.58,1.5299,1.7707,0.67,30.3518,26.2417,3.2809,3.539,3.654,1.101,1.101,84957.7442,75520.1994,65249.834,3107754.2828,2762528.8941
300751.SZ,20260327,273.71,5.4288,6.9489,0.64,82.5958,92.071,9.7307,7.7796,9.2509,0.4004,0.4004,27940.5006,19335.2409,15105.5538,7647594.4192,5292248.7867
002200.SZ,20260327,7.66,1.3564,2.9128,0.72,,,,5.7259,6.7287,,,45112.5581,19572.597,9114.5449,345562.195,149926.093
002068.SZ,20260327,9.2,7.1994,13.6817,1.86,269.1567,,2.522,0.6677,0.7315,,,73534.5196,73500.5821,38676.7084,676517.5803,676205.3553
920496.BJ,20260327,9.57,2.978,4.2877,0.64,37.3169,146.4482,2.8188,2.517,2.6147,1.5674,1.5674,16557.5,14499.8432,10070.8995,158455.275,138763.4994
002128.SZ,20260327,29.9,0.5268,1.2344,0.56,12.5473,13.2459,1.8331,2.2446,2.2009,2.6756,3.6789,224157.3493,224157.3493,95662.0928,6702304.7441,6702304.7441
002236.SZ,20260327,16.77,0.7242,0.8318,0.53,18.969,14.3,1.46,1.7128,1.6834,3.8159,3.8159,328675.5574,211596.205,184217.9102,5511889.0976,3548468.3579
688802.SH,20260327,598.14,8.4075,8.4075,0.62,,,18.1775,145.5617,145.5617,,,40010.0,1813.8973,1813.8973,23931581.4,1084964.531
300254.SZ,20260327,11.19,6.5777,6.7361,1.26,67.9139,140.7019,9.7579,3.3844,3.3739,,,25605.8563,22593.167,22061.9957,286529.532,252817.5387
603486.SH,20260327,61.68,0.5508,1.6709,0.78,44.2978,22.1925,4.1001,2.1586,1.8604,0.725,0.725,57892.1306,57335.1206,18900.9789,3570786.6154,3536430.2386
301288.SZ,20260327,17.12,0.4641,0.8942,0.46,,,2.3269,25.2712,15.1808,,,10801.0,7810.9621,4053.7636,184913.12,133723.6712
301118.SZ,20260327,23.97,2.7319,5.88,0.87,,,1.9708,2.139,1.7781,0.5224,0.5224,11019.64,10505.2463,4880.8313,264140.7708,251810.7538
300597.SZ,20260327,9.09,1.7245,2.095,0.46,505.943,,2.6243,4.6412,5.06,0.043,0.043,27257.003,27137.2238,22337.2238,247766.1573,246677.3643
002161.SZ,20260327,7.47,2.47,2.9098,0.63,198.4356,50.5957,3.2884,10.1268,9.4043,0.2008,0.2008,73975.74,70474.2622,59822.4346,552598.7778,526442.7386
688217.SH,20260327,27.81,1.6071,2.711,0.74,,,1.8275,6.4107,8.9273,0.604,0.604,5585.5896,5585.5896,3311.2375,155335.2468,155335.2468
601088.SH,20260327,47.5,0.1367,0.8418,0.44,17.1892,19.5262,2.3094,2.9804,3.3885,6.3002,6.3002,2123176.8401,1649103.7955,267832.8713,100850899.9048,78332430.2863
603638.SH,20260327,19.64,0.6202,2.2373,0.97,47.4308,43.0025,4.7447,5.9902,5.3324,0.7637,0.7637,83108.881,83108.881,23037.9366,1632258.4228,1632258.4228
600860.SH,20260327,11.45,2.8022,6.2747,0.6,838.3944,,8.121,3.8018,3.8807,,,54748.5988,44404.0788,19830.5736,626871.4563,508426.7023
603317.SH,20260327,12.36,0.6595,2.262,1.24,23.0992,23.0992,2.8974,3.8159,3.8159,4.4418,4.4418,106471.4794,106471.4794,31044.5212,1315987.4854,1315987.4854
600765.SH,20260327,16.37,0.9928,1.5331,0.65,41.7435,41.7435,1.8116,2.5127,2.5127,0.7551,0.7551,155249.4153,155249.4153,100539.28,2541432.9285,2541432.9285
603282.SH,20260327,20.29,0.9346,1.9486,0.62,26.6096,22.221,2.0541,3.3877,2.6416,1.1463,1.1463,13382.0,13382.0,6418.4459,271520.78,271520.78
600729.SH,20260327,22.11,1.0698,1.1225,0.61,7.4077,9.5406,1.247,0.5682,0.6619,6.1611,6.8798,44045.3077,19248.2844,18343.9301,973841.7532,425579.5681
300467.SZ,20260327,28.67,1.0787,1.1082,0.47,283.6987,360.9985,9.1249,19.5878,20.5411,,,20320.4897,16855.7274,16407.326,582588.4397,483253.7046
300928.SZ,20260327,29.59,1.868,2.1703,0.62,,,2.1561,2.2877,2.3215,,,8000.0,5358.6478,4612.351,236720.0,158562.3884
002529.SZ,20260327,6.98,1.1224,1.3097,0.7,,,9.3871,9.6826,5.3014,,,26000.0,26000.0,22282.5,181480.0,181480.0
300773.SZ,20260327,23.87,4.3372,5.9522,0.78,52.7878,104.5282,5.4009,3.2193,3.4096,1.7004,1.7004,77666.4942,73455.7852,53525.2141,1853899.2166,1753389.5927
001301.SZ,20260327,79.99,4.1792,5.2555,1.02,24.8848,21.4694,3.085,3.9894,2.9321,0.996,0.996,26080.235,18605.2851,14794.9501,2086157.9977,1488236.7551
002179.SZ,20260327,33.23,0.6364,1.1863,0.56,20.9768,33.1343,2.9647,3.4015,3.3032,2.4084,2.4084,211742.7561,209650.6751,112475.469,7036211.7852,6966691.9336
688222.SH,20260327,24.89,4.4582,8.2167,1.96,194.1878,87.4691,6.6836,23.3565,18.9754,0.2403,0.2403,40068.0,40068.0,21740.1716,997292.52,997292.52
601702.SH,20260327,18.72,1.2263,4.0877,1.27,15.553,15.553,2.9053,1.497,1.497,1.6026,1.6026,99853.06,99853.06,29955.92,1869249.2832,1869249.2832
603373.SH,20260327,45.43,5.254,7.7211,0.85,38.9257,37.749,2.7352,1.8384,1.7813,1.5408,1.5408,10752.6882,4543.0108,3091.3979,488494.6249,206388.9806
300421.SZ,20260327,23.23,2.9215,3.3148,0.74,123.6627,121.6184,5.3823,6.5389,6.3132,0.5166,0.5166,29403.0484,23034.4072,20301.2453,683032.8143,535089.2793
600755.SH,20260327,6.24,0.6692,1.0969,0.55,21.3194,27.1771,0.686,0.0376,0.0432,5.3623,4.365,213762.1097,213215.8487,130086.1436,1333875.5645,1330466.8959
600415.SH,20260327,13.18,0.5976,1.4596,0.71,23.5136,17.1993,3.2578,4.5925,3.9742,2.5038,2.5038,548355.9226,548355.9226,224502.8006,7227331.0599,7227331.0599
600486.SH,20260327,74.04,1.1626,1.9889,0.92,24.9653,24.3657,2.6634,2.876,2.5926,1.2428,1.2428,40532.5293,40398.8654,23616.2781,3001028.4694,2991131.9942
002513.SZ,20260327,6.4,4.0383,4.7921,0.91,,,62.0352,1.3406,1.0945,,,37559.3978,28904.1302,24357.5821,240380.1459,184986.4333
300682.SZ,20260327,16.4,2.382,3.6041,0.81,,,2.6216,3.9477,4.1843,1.5244,1.5244,107823.5821,103205.7987,68209.691,1768306.7464,1692575.0987
002714.SZ,20260327,45.2,0.932,1.4655,0.56,14.5929,11.7651,3.2047,1.8916,1.7059,3.2744,3.2744,577299.4636,380879.3996,242234.8555,26093935.7547,17215748.8619
688419.SH,20260327,42.61,2.0748,4.0123,0.6,60.76,60.76,4.7026,16.5511,16.5511,0.6669,0.6669,11455.1669,5950.9543,3077.2999,488104.6616,253570.1627
300225.SZ,20260327,5.35,0.9722,1.1412,0.49,82.2872,91.5577,2.9467,3.477,3.2804,0.3738,0.3738,47542.959,47505.709,40470.435,254354.8307,254155.5432
300988.SZ,20260327,25.45,3.5191,5.7966,0.67,47.0783,34.7093,2.8053,1.9412,1.8596,0.6562,0.6562,14029.7357,10666.9847,6475.7797,357056.7736,271474.7606
002494.SZ,20260327,5.31,3.7659,4.2088,0.55,90.1699,133.2067,1.634,3.9919,5.0299,,,37731.0718,28677.0438,25659.0344,200351.9913,152275.1026
601512.SH,20260327,8.67,0.2047,1.0775,0.75,20.3977,16.3504,0.8617,4.8398,3.9377,1.4764,1.4764,149889.0,149889.0,28479.0,1299537.63,1299537.63
688571.SH,20260327,7.51,0.7076,1.9921,0.71,22.91,29.3591,1.8998,2.5086,2.5497,2.5903,2.5903,42417.07,42417.07,15066.7232,318552.1957,318552.1957
002575.SZ,20260327,8.9,20.0692,21.9624,0.99,,,6.6174,14.8484,13.0405,,,61650.0,58549.55,53502.55,548685.0,521090.995
600650.SH,20260327,13.07,0.6748,1.5269,0.62,36.6623,58.0882,1.684,3.944,4.2358,0.8416,0.8416,55161.0107,39056.0075,17261.2122,720954.4098,510462.018
300157.SZ,20260327,6.78,9.1807,11.0461,0.78,,232.524,,9.258,9.1235,,,75393.7707,70782.4632,58829.3085,511169.7653,479905.1005
600651.SH,20260327,7.17,0.8397,2.3573,0.79,455.3697,362.0847,7.2107,9.1483,9.3977,,,250702.8015,250702.8015,89307.7162,1797539.0868,1797539.0868
605033.SH,20260327,23.16,2.0953,7.6897,0.83,84.951,105.1485,2.7453,3.536,3.5924,0.6477,0.6477,13520.0,13520.0,3684.01,313123.2,313123.2
000816.SZ,20260327,3.34,1.9263,2.5939,0.68,,,2.3597,3.3276,3.8967,,,144701.3318,143643.0472,106672.5772,483302.4482,479767.7776
300538.SZ,20260327,14.63,2.3666,2.9288,0.67,,,2.7656,0.8655,0.801,,,18191.8573,12098.5248,9776.1143,266146.8723,177001.4178
300766.SZ,20260327,34.18,4.127,4.4492,0.79,,,8.5926,28.6854,28.6192,,,39474.9757,35825.0038,33230.1152,1349254.6694,1224498.6299
688021.SH,20260327,26.82,4.8097,8.0546,0.64,,146.0468,2.3509,7.2108,5.8771,,,7641.3717,7641.3717,4562.9844,204941.589,204941.589
001210.SZ,20260327,21.69,3.6478,4.8691,1.0,25.3046,25.3046,2.5352,2.8363,2.8363,1.3063,1.3063,15681.2676,9529.9042,7139.3985,340126.6942,206703.6221
688468.SH,20260327,7.33,0.9105,1.4469,1.0,23.137,66.2076,2.0831,6.7389,8.8377,1.6776,1.6776,40110.8,40110.8,25239.7459,294012.164,294012.164
600663.SH,20260327,7.63,0.1484,0.5832,0.57,25.4683,31.403,1.5283,2.6222,2.1149,1.9693,1.9693,503515.3679,315568.3662,80278.0984,3841822.2571,2407786.6341
002552.SZ,20260327,15.9,1.1553,3.1794,0.55,49.6545,49.6545,4.1186,1.9604,1.9604,1.2579,1.2579,38798.5331,36850.3289,13390.2983,616896.6763,585920.2295
